series_id,series_name,description,year,period,period_name,date,value,created_at
CES4422000001,employment_totals,Utilities,2019,M01,January,2019-01-01,550.8,2022-08-09T14:40:49Z
CES4422000001,employment_totals,Utilities,2019,M02,February,2019-02-01,549.6,2022-08-09T14:40:49Z
CES4422000001,employment_totals,Utilities,2019,M03,March,2019-03-01,550.1,2022-08-09T14:40:49Z
CES4422000001,employment_totals,Utilities,2019,M04,April,2019-04-01,547.5,2022-08-09T14:40:49Z
CES4422000001,employment_totals,Utilities,2019,M05,May,2019-05-01,549.5,2022-08-09T14:40:49Z
CES4422000001,employment_totals,Utilities,2019,M06,June,2019-06-01,551.6,2022-08-09T14:40:49Z
CES4422000001,employment_totals,Utilities,2019,M07,July,2019-07-01,550.9,2022-08-09T14:40:49Z
CES4422000001,employment_totals,Utilities,2019,M08,August,2019-08-01,549.9,2022-08-09T14:40:49Z
CES4422000001,employment_totals,Utilities,2019,M09,September,2019-09-01,548.6,2022-08-09T14:40:49Z
CES4422000001,employment_totals,Utilities,2019,M10,October,2019-10-01,546.7,2022-08-09T14:40:49Z
CES4422000001,employment_totals,Utilities,2019,M11,November,2019-11-01,548.0,2022-08-09T14:40:49Z
CES4422000001,employment_totals,Utilities,2019,M12,December,2019-12-01,548.7,2022-08-09T14:40:49Z
CES4422000001,employment_totals,Utilities,2020,M01,January,2020-01-01,547.0,2022-08-09T14:40:49Z
CES4422000001,employment_totals,Utilities,2020,M02,February,2020-02-01,547.1,2022-08-09T14:40:49Z
CES4422000001,employment_totals,Utilities,2020,M03,March,2020-03-01,547.0,2022-08-09T14:40:49Z
CES4422000001,employment_totals,Utilities,2020,M04,April,2020-04-01,543.0,2022-08-09T14:40:49Z
CES4422000001,employment_totals,Utilities,2020,M05,May,2020-05-01,542.4,2022-08-09T14:40:49Z
CES4422000001,employment_totals,Utilities,2020,M06,June,2020-06-01,539.4,2022-08-09T14:40:49Z
CES4422000001,employment_totals,Utilities,2020,M07,July,2020-07-01,539.7,2022-08-09T14:40:49Z
CES4422000001,employment_totals,Utilities,2020,M08,August,2020-08-01,541.5,2022-08-09T14:40:49Z
CES4422000001,employment_totals,Utilities,2020,M09,September,2020-09-01,543.3,2022-08-09T14:40:49Z
CES4422000001,employment_totals,Utilities,2020,M10,October,2020-10-01,541.9,2022-08-09T14:40:49Z
CES4422000001,employment_totals,Utilities,2020,M11,November,2020-11-01,541.8,2022-08-09T14:40:49Z
CES4422000001,employment_totals,Utilities,2020,M12,December,2020-12-01,541.2,2022-08-09T14:40:49Z
CES4422000001,employment_totals,Utilities,2021,M01,January,2021-01-01,542.2,2022-08-09T14:40:49Z
CES4422000001,employment_totals,Utilities,2021,M02,February,2021-02-01,542.1,2022-08-09T14:40:49Z
CES4422000001,employment_totals,Utilities,2021,M03,March,2021-03-01,542.7,2022-08-09T14:40:49Z
CES4422000001,employment_totals,Utilities,2021,M04,April,2021-04-01,543.2,2022-08-09T14:40:49Z
CES4422000001,employment_totals,Utilities,2021,M05,May,2021-05-01,542.3,2022-08-09T14:40:49Z
CES4422000001,employment_totals,Utilities,2021,M06,June,2021-06-01,541.5,2022-08-09T14:40:48Z
CES4422000001,employment_totals,Utilities,2021,M07,July,2021-07-01,541.6,2022-08-09T14:40:48Z
CES4422000001,employment_totals,Utilities,2021,M08,August,2021-08-01,539.8,2022-08-09T14:40:48Z
CES4422000001,employment_totals,Utilities,2021,M09,September,2021-09-01,539.7,2022-08-09T14:40:48Z
CES4422000001,employment_totals,Utilities,2021,M10,October,2021-10-01,539.5,2022-08-09T14:40:48Z
CES4422000001,employment_totals,Utilities,2021,M11,November,2021-11-01,538.7,2022-08-09T14:40:48Z
CES4422000001,employment_totals,Utilities,2021,M12,December,2021-12-01,538.1,2022-08-09T14:40:48Z
CES4422000001,employment_totals,Utilities,2022,M01,January,2022-01-01,538.7,2022-08-09T14:40:48Z
CES4422000001,employment_totals,Utilities,2022,M02,February,2022-02-01,538.8,2022-08-09T14:40:48Z
CES4422000001,employment_totals,Utilities,2022,M03,March,2022-03-01,538.3,2022-08-09T14:40:48Z
CES4422000001,employment_totals,Utilities,2022,M04,April,2022-04-01,539.2,2022-08-09T14:40:48Z
CES4422000001,employment_totals,Utilities,2022,M05,May,2022-05-01,539.8,2022-08-09T14:40:48Z
CES4422000001,employment_totals,Utilities,2022,M06,June,2022-06-01,541.2,2022-08-09T14:40:48Z
CES4422000001,employment_totals,Utilities,2022,M07,July,2022-07-01,541.6,2022-08-09T14:40:48Z
