series_id,series_name,description,year,period,period_name,date,value,created_at
CES0000000001,employment_totals,Total non-farm,2019,M01,January,2019-01-01,150100,2022-08-09T14:40:47Z
CES0000000001,employment_totals,Total non-farm,2019,M02,February,2019-02-01,150124,2022-08-09T14:40:47Z
CES0000000001,employment_totals,Total non-farm,2019,M03,March,2019-03-01,150348,2022-08-09T14:40:47Z
CES0000000001,employment_totals,Total non-farm,2019,M04,April,2019-04-01,150636,2022-08-09T14:40:47Z
CES0000000001,employment_totals,Total non-farm,2019,M05,May,2019-05-01,150713,2022-08-09T14:40:47Z
CES0000000001,employment_totals,Total non-farm,2019,M06,June,2019-06-01,150843,2022-08-09T14:40:47Z
CES0000000001,employment_totals,Total non-farm,2019,M07,July,2019-07-01,150921,2022-08-09T14:40:47Z
CES0000000001,employment_totals,Total non-farm,2019,M08,August,2019-08-01,151081,2022-08-09T14:40:47Z
CES0000000001,employment_totals,Total non-farm,2019,M09,September,2019-09-01,151244,2022-08-09T14:40:47Z
CES0000000001,employment_totals,Total non-farm,2019,M10,October,2019-10-01,151337,2022-08-09T14:40:47Z
CES0000000001,employment_totals,Total non-farm,2019,M11,November,2019-11-01,151589,2022-08-09T14:40:47Z
CES0000000001,employment_totals,Total non-farm,2019,M12,December,2019-12-01,151789,2022-08-09T14:40:47Z
CES0000000001,employment_totals,Total non-farm,2020,M01,January,2020-01-01,152128,2022-08-09T14:40:47Z
CES0000000001,employment_totals,Total non-farm,2020,M02,February,2020-02-01,152504,2022-08-09T14:40:47Z
CES0000000001,employment_totals,Total non-farm,2020,M03,March,2020-03-01,151006,2022-08-09T14:40:47Z
CES0000000001,employment_totals,Total non-farm,2020,M04,April,2020-04-01,130513,2022-08-09T14:40:47Z
CES0000000001,employment_totals,Total non-farm,2020,M05,May,2020-05-01,133155,2022-08-09T14:40:47Z
CES0000000001,employment_totals,Total non-farm,2020,M06,June,2020-06-01,137660,2022-08-09T14:40:47Z
CES0000000001,employment_totals,Total non-farm,2020,M07,July,2020-07-01,139048,2022-08-09T14:40:47Z
CES0000000001,employment_totals,Total non-farm,2020,M08,August,2020-08-01,140713,2022-08-09T14:40:47Z
CES0000000001,employment_totals,Total non-farm,2020,M09,September,2020-09-01,141632,2022-08-09T14:40:47Z
CES0000000001,employment_totals,Total non-farm,2020,M10,October,2020-10-01,142279,2022-08-09T14:40:47Z
CES0000000001,employment_totals,Total non-farm,2020,M11,November,2020-11-01,142612,2022-08-09T14:40:47Z
CES0000000001,employment_totals,Total non-farm,2020,M12,December,2020-12-01,142497,2022-08-09T14:40:47Z
CES0000000001,employment_totals,Total non-farm,2021,M01,January,2021-01-01,143017,2022-08-09T14:40:47Z
CES0000000001,employment_totals,Total non-farm,2021,M02,February,2021-02-01,143727,2022-08-09T14:40:47Z
CES0000000001,employment_totals,Total non-farm,2021,M03,March,2021-03-01,144431,2022-08-09T14:40:47Z
CES0000000001,employment_totals,Total non-farm,2021,M04,April,2021-04-01,144694,2022-08-09T14:40:47Z
CES0000000001,employment_totals,Total non-farm,2021,M05,May,2021-05-01,145141,2022-08-09T14:40:47Z
CES0000000001,employment_totals,Total non-farm,2021,M06,June,2021-06-01,145698,2022-08-09T14:40:47Z
CES0000000001,employment_totals,Total non-farm,2021,M07,July,2021-07-01,146387,2022-08-09T14:40:47Z
CES0000000001,employment_totals,Total non-farm,2021,M08,August,2021-08-01,146904,2022-08-09T14:40:47Z
CES0000000001,employment_totals,Total non-farm,2021,M09,September,2021-09-01,147328,2022-08-09T14:40:47Z
CES0000000001,employment_totals,Total non-farm,2021,M10,October,2021-10-01,148005,2022-08-09T14:40:47Z
CES0000000001,employment_totals,Total non-farm,2021,M11,November,2021-11-01,148652,2022-08-09T14:40:47Z
CES0000000001,employment_totals,Total non-farm,2021,M12,December,2021-12-01,149240,2022-08-09T14:40:47Z
CES0000000001,employment_totals,Total non-farm,2022,M01,January,2022-01-01,149744,2022-08-09T14:40:47Z
CES0000000001,employment_totals,Total non-farm,2022,M02,February,2022-02-01,150458,2022-08-09T14:40:47Z
CES0000000001,employment_totals,Total non-farm,2022,M03,March,2022-03-01,150856,2022-08-09T14:40:47Z
CES0000000001,employment_totals,Total non-farm,2022,M04,April,2022-04-01,151224,2022-08-09T14:40:47Z
CES0000000001,employment_totals,Total non-farm,2022,M05,May,2022-05-01,151610,2022-08-09T14:40:47Z
CES0000000001,employment_totals,Total non-farm,2022,M06,June,2022-06-01,152008,2022-08-09T14:40:47Z
CES0000000001,employment_totals,Total non-farm,2022,M07,July,2022-07-01,152536,2022-08-09T14:40:47Z
