series_id,series_name,description,year,period,period_name,date,value,created_at
CES4200000001,employment_totals,Retail services,2019,M01,January,2019-01-01,15683.5,2022-08-09T14:40:48Z
CES4200000001,employment_totals,Retail services,2019,M02,February,2019-02-01,15661.8,2022-08-09T14:40:48Z
CES4200000001,employment_totals,Retail services,2019,M03,March,2019-03-01,15648.6,2022-08-09T14:40:48Z
CES4200000001,employment_totals,Retail services,2019,M04,April,2019-04-01,15645.3,2022-08-09T14:40:48Z
CES4200000001,employment_totals,Retail services,2019,M05,May,2019-05-01,15619.9,2022-08-09T14:40:48Z
CES4200000001,employment_totals,Retail services,2019,M06,June,2019-06-01,15585.3,2022-08-09T14:40:48Z
CES4200000001,employment_totals,Retail services,2019,M07,July,2019-07-01,15589.5,2022-08-09T14:40:48Z
CES4200000001,employment_totals,Retail services,2019,M08,August,2019-08-01,15588.4,2022-08-09T14:40:48Z
CES4200000001,employment_totals,Retail services,2019,M09,September,2019-09-01,15582.1,2022-08-09T14:40:48Z
CES4200000001,employment_totals,Retail services,2019,M10,October,2019-10-01,15591.7,2022-08-09T14:40:48Z
CES4200000001,employment_totals,Retail services,2019,M11,November,2019-11-01,15560.4,2022-08-09T14:40:48Z
CES4200000001,employment_totals,Retail services,2019,M12,December,2019-12-01,15608.6,2022-08-09T14:40:48Z
CES4200000001,employment_totals,Retail services,2020,M01,January,2020-01-01,15594.1,2022-08-09T14:40:48Z
CES4200000001,employment_totals,Retail services,2020,M02,February,2020-02-01,15597.5,2022-08-09T14:40:48Z
CES4200000001,employment_totals,Retail services,2020,M03,March,2020-03-01,15511.0,2022-08-09T14:40:48Z
CES4200000001,employment_totals,Retail services,2020,M04,April,2020-04-01,13352.5,2022-08-09T14:40:48Z
CES4200000001,employment_totals,Retail services,2020,M05,May,2020-05-01,13689.1,2022-08-09T14:40:48Z
CES4200000001,employment_totals,Retail services,2020,M06,June,2020-06-01,14496.8,2022-08-09T14:40:48Z
CES4200000001,employment_totals,Retail services,2020,M07,July,2020-07-01,14744.5,2022-08-09T14:40:48Z
CES4200000001,employment_totals,Retail services,2020,M08,August,2020-08-01,15044.5,2022-08-09T14:40:48Z
CES4200000001,employment_totals,Retail services,2020,M09,September,2020-09-01,15054.7,2022-08-09T14:40:48Z
CES4200000001,employment_totals,Retail services,2020,M10,October,2020-10-01,15113.6,2022-08-09T14:40:48Z
CES4200000001,employment_totals,Retail services,2020,M11,November,2020-11-01,15111.5,2022-08-09T14:40:48Z
CES4200000001,employment_totals,Retail services,2020,M12,December,2020-12-01,15170.1,2022-08-09T14:40:48Z
CES4200000001,employment_totals,Retail services,2021,M01,January,2021-01-01,15243.5,2022-08-09T14:40:48Z
CES4200000001,employment_totals,Retail services,2021,M02,February,2021-02-01,15292.6,2022-08-09T14:40:48Z
CES4200000001,employment_totals,Retail services,2021,M03,March,2021-03-01,15328.6,2022-08-09T14:40:48Z
CES4200000001,employment_totals,Retail services,2021,M04,April,2021-04-01,15338.8,2022-08-09T14:40:48Z
CES4200000001,employment_totals,Retail services,2021,M05,May,2021-05-01,15313.6,2022-08-09T14:40:48Z
CES4200000001,employment_totals,Retail services,2021,M06,June,2021-06-01,15381.9,2022-08-09T14:40:48Z
CES4200000001,employment_totals,Retail services,2021,M07,July,2021-07-01,15398.1,2022-08-09T14:40:48Z
CES4200000001,employment_totals,Retail services,2021,M08,August,2021-08-01,15434.7,2022-08-09T14:40:48Z
CES4200000001,employment_totals,Retail services,2021,M09,September,2021-09-01,15493.6,2022-08-09T14:40:48Z
CES4200000001,employment_totals,Retail services,2021,M10,October,2021-10-01,15537.0,2022-08-09T14:40:48Z
CES4200000001,employment_totals,Retail services,2021,M11,November,2021-11-01,15556.9,2022-08-09T14:40:48Z
CES4200000001,employment_totals,Retail services,2021,M12,December,2021-12-01,15595.1,2022-08-09T14:40:48Z
CES4200000001,employment_totals,Retail services,2022,M01,January,2022-01-01,15716.5,2022-08-09T14:40:48Z
CES4200000001,employment_totals,Retail services,2022,M02,February,2022-02-01,15827.8,2022-08-09T14:40:48Z
CES4200000001,employment_totals,Retail services,2022,M03,March,2022-03-01,15804.9,2022-08-09T14:40:48Z
CES4200000001,employment_totals,Retail services,2022,M04,April,2022-04-01,15805.3,2022-08-09T14:40:48Z
CES4200000001,employment_totals,Retail services,2022,M05,May,2022-05-01,15761.6,2022-08-09T14:40:48Z
CES4200000001,employment_totals,Retail services,2022,M06,June,2022-06-01,15783.7,2022-08-09T14:40:48Z
CES4200000001,employment_totals,Retail services,2022,M07,July,2022-07-01,15805.3,2022-08-09T14:40:48Z
